invoice_number,invoice_date,customer_id,product_id,quantity,unit_price,line_price,country
490023,2009-12-03,16168,21769,1,79.95,79.95,united kingdom
490024,2009-12-03,14606,84993B,5,0.42,2.1,united kingdom
490024,2009-12-03,14606,21944,1,0.85,0.85,united kingdom
490024,2009-12-03,14606,20718,1,1.25,1.25,united kingdom
490024,2009-12-03,14606,20749,2,7.95,15.9,united kingdom
490024,2009-12-03,14606,21536,1,2.1,2.1,united kingdom
490024,2009-12-03,14606,21232,2,1.25,2.5,united kingdom
490024,2009-12-03,14606,84519A,1,2.95,2.95,united kingdom
490024,2009-12-03,14606,90214J,1,1.25,1.25,united kingdom
490024,2009-12-03,14606,90214C,1,1.25,1.25,united kingdom
490024,2009-12-03,14606,90214H,1,1.25,1.25,united kingdom
490024,2009-12-03,14606,90214D,1,1.25,1.25,united kingdom
490024,2009-12-03,14606,85014B,1,5.95,5.95,united kingdom
490024,2009-12-03,14606,35957,1,0.42,0.42,united kingdom
490024,2009-12-03,14606,35953,2,1.25,2.5,united kingdom
490024,2009-12-03,14606,35954,2,0.42,0.84,united kingdom
490024,2009-12-03,14606,35951,2,1.25,2.5,united kingdom
490024,2009-12-03,14606,22156,4,0.85,3.4,united kingdom
490024,2009-12-03,14606,21704,2,0.85,1.7,united kingdom
490024,2009-12-03,14606,21889,2,1.25,2.5,united kingdom
490024,2009-12-03,14606,85231L,1,0.85,0.85,united kingdom
490024,2009-12-03,14606,85231E,1,0.85,0.85,united kingdom
490024,2009-12-03,14606,71477,1,3.25,3.25,united kingdom
490024,2009-12-03,14606,20771,1,2.55,2.55,united kingdom
490024,2009-12-03,14606,37422,2,0.85,1.7,united kingdom
490024,2009-12-03,14606,22121,2,5.95,11.9,united kingdom
490024,2009-12-03,14606,85232A,1,4.95,4.95,united kingdom
490024,2009-12-03,14606,84466,1,1.25,1.25,united kingdom
490024,2009-12-03,14606,21980,24,0.29,6.959999999999999,united kingdom
490024,2009-12-03,14606,20961,1,1.25,1.25,united kingdom
490024,2009-12-03,14606,85123A,1,2.95,2.95,united kingdom
490024,2009-12-03,14606,84029E,1,3.75,3.75,united kingdom
490024,2009-12-03,14606,21479,1,3.75,3.75,united kingdom
490024,2009-12-03,14606,21214,1,1.45,1.45,united kingdom
490024,2009-12-03,14606,21162,1,1.45,1.45,united kingdom
490024,2009-12-03,14606,21159,1,1.45,1.45,united kingdom
490024,2009-12-03,14606,85170A,1,2.1,2.1,united kingdom
490024,2009-12-03,14606,35400,2,8.95,17.9,united kingdom
490024,2009-12-03,14606,22139,5,4.95,24.75,united kingdom
490024,2009-12-03,14606,21897,9,2.95,26.55,united kingdom
490024,2009-12-03,14606,84520B,6,0.85,5.1,united kingdom
490024,2009-12-03,14606,21077,1,0.85,0.85,united kingdom
490024,2009-12-03,14606,21536,2,2.1,4.2,united kingdom
490024,2009-12-03,14606,21985,7,0.29,2.03,united kingdom
490024,2009-12-03,14606,47591B,1,1.65,1.65,united kingdom
490024,2009-12-03,14606,84327A,2,2.1,4.2,united kingdom
490024,2009-12-03,14606,21127,1,5.95,5.95,united kingdom
490024,2009-12-03,14606,22065,8,1.45,11.6,united kingdom
490024,2009-12-03,14606,21729,1,3.25,3.25,united kingdom
490024,2009-12-03,14606,21306,1,2.1,2.1,united kingdom
490034,2009-12-03,17287,22122,3,2.95,8.850000000000001,united kingdom
490034,2009-12-03,17287,21186,3,1.65,4.949999999999999,united kingdom
490034,2009-12-03,17287,21187,2,1.65,3.3,united kingdom
490034,2009-12-03,17287,85045,1,4.95,4.95,united kingdom
490034,2009-12-03,17287,21591,2,1.25,2.5,united kingdom
490034,2009-12-03,17287,21587,2,2.55,5.1,united kingdom
490034,2009-12-03,17287,22157,4,0.85,3.4,united kingdom
490034,2009-12-03,17287,21889,3,1.25,3.75,united kingdom
490034,2009-12-03,17287,84879,8,1.69,13.52,united kingdom
490034,2009-12-03,17287,21352,1,6.75,6.75,united kingdom
490034,2009-12-03,17287,85066,1,12.75,12.75,united kingdom
490045,2009-12-03,17287,21294,12,1.25,15.0,united kingdom
490045,2009-12-03,17287,21186,1,1.65,1.65,united kingdom
490045,2009-12-03,17287,21590,10,1.25,12.5,united kingdom
490045,2009-12-03,17287,21591,3,1.25,3.75,united kingdom
490045,2009-12-03,17287,21133,6,1.69,10.14,united kingdom
490045,2009-12-03,17287,21874,1,1.25,1.25,united kingdom
490045,2009-12-03,17287,21071,1,1.25,1.25,united kingdom
490045,2009-12-03,17287,21871,2,1.25,2.5,united kingdom
490045,2009-12-03,17287,21875,1,1.25,1.25,united kingdom
490045,2009-12-03,17287,21877,1,1.25,1.25,united kingdom
490045,2009-12-03,17287,21870,2,1.25,2.5,united kingdom
490045,2009-12-03,17287,85033S,3,1.95,5.85,united kingdom
490045,2009-12-03,17287,85033G,3,1.95,5.85,united kingdom
490045,2009-12-03,17287,22336,6,0.65,3.9000000000000004,united kingdom
490045,2009-12-03,17287,21586,5,2.55,12.75,united kingdom
490045,2009-12-03,17287,21587,3,2.55,7.6499999999999995,united kingdom
490045,2009-12-03,17287,72800F,9,2.55,22.95,united kingdom
490045,2009-12-03,17287,72800A,1,2.55,2.55,united kingdom
490045,2009-12-03,17287,21582,20,1.65,33.0,united kingdom
490045,2009-12-03,17287,84949,6,1.65,9.899999999999999,united kingdom
490045,2009-12-03,17287,84946,12,1.25,15.0,united kingdom
490045,2009-12-03,17287,22415,1,7.95,7.95,united kingdom
490047,2009-12-03,17913,84754,12,1.25,15.0,united kingdom
490047,2009-12-03,17913,84946,24,1.25,30.0,united kingdom
490047,2009-12-03,17913,22138,2,4.95,9.9,united kingdom
490047,2009-12-03,17913,22273,3,2.95,8.850000000000001,united kingdom
490047,2009-12-03,17913,22274,4,2.95,11.8,united kingdom
490047,2009-12-03,17913,21873,1,1.25,1.25,united kingdom
490047,2009-12-03,17913,21869,2,1.25,2.5,united kingdom
490047,2009-12-03,17913,21868,2,1.25,2.5,united kingdom
490047,2009-12-03,17913,21578,2,2.25,4.5,united kingdom
490047,2009-12-03,17913,21580,2,2.25,4.5,united kingdom
490047,2009-12-03,17913,85083,2,2.55,5.1,united kingdom
490047,2009-12-03,17913,21889,10,1.25,12.5,united kingdom
490047,2009-12-03,17913,21429,2,1.65,3.3,united kingdom
490047,2009-12-03,17913,21687,8,3.75,30.0,united kingdom
490047,2009-12-03,17913,21610,4,2.95,11.8,united kingdom
490047,2009-12-03,17913,21611,1,2.95,2.95,united kingdom
490047,2009-12-03,17913,21614,6,2.95,17.700000000000003,united kingdom
490046,2009-12-03,13416,84519B,6,2.95,17.700000000000003,united kingdom
490046,2009-12-03,13416,84519A,12,2.95,35.400000000000006,united kingdom
490046,2009-12-03,13416,84032B,6,2.95,17.700000000000003,united kingdom
490046,2009-12-03,13416,84032A,6,2.95,17.700000000000003,united kingdom
490046,2009-12-03,13416,84029G,12,3.75,45.0,united kingdom
490046,2009-12-03,13416,22114,12,3.95,47.400000000000006,united kingdom
490046,2009-12-03,13416,21488,12,3.95,47.400000000000006,united kingdom
490047,2009-12-03,17913,21891,6,1.25,7.5,united kingdom
490047,2009-12-03,17913,21892,8,1.25,10.0,united kingdom
490047,2009-12-03,17913,21790,11,0.85,9.35,united kingdom
490047,2009-12-03,17913,21611,3,2.95,8.850000000000001,united kingdom
490047,2009-12-03,17913,21609,1,2.95,2.95,united kingdom
490047,2009-12-03,17913,84580,1,3.75,3.75,united kingdom
490047,2009-12-03,17913,21484,8,3.45,27.6,united kingdom
490047,2009-12-03,17913,20970,3,3.75,11.25,united kingdom
490047,2009-12-03,17913,20967,1,3.75,3.75,united kingdom
490047,2009-12-03,17913,20969,1,3.75,3.75,united kingdom
490047,2009-12-03,17913,21034,1,0.95,0.95,united kingdom
490048,2009-12-03,16779,85152,48,1.69,81.12,united kingdom
490048,2009-12-03,16779,82600,48,1.69,81.12,united kingdom
490048,2009-12-03,16779,82599,12,2.1,25.200000000000003,united kingdom
490048,2009-12-03,16779,21175,24,2.1,50.400000000000006,united kingdom
490048,2009-12-03,16779,82582,12,2.1,25.200000000000003,united kingdom
490048,2009-12-03,16779,85150,12,2.55,30.599999999999998,united kingdom
490048,2009-12-03,16779,20718,10,1.25,12.5,united kingdom
490048,2009-12-03,16779,37333,6,4.95,29.700000000000003,united kingdom
490048,2009-12-03,16779,47568,10,2.1,21.0,united kingdom
490048,2009-12-03,16779,37508,6,2.55,15.299999999999999,united kingdom
490048,2009-12-03,16779,84992,22,0.55,12.100000000000001,united kingdom
490048,2009-12-03,16779,84991,24,0.55,13.200000000000001,united kingdom
490048,2009-12-03,16779,84989B,24,0.55,13.200000000000001,united kingdom
490048,2009-12-03,16779,21977,24,0.55,13.200000000000001,united kingdom
490048,2009-12-03,16779,84992,24,0.55,13.200000000000001,united kingdom
490048,2009-12-03,16779,84990,24,0.55,13.200000000000001,united kingdom
490048,2009-12-03,16779,37423,6,0.85,5.1,united kingdom
490048,2009-12-03,16779,84380,12,1.25,15.0,united kingdom
490048,2009-12-03,16779,20659,3,1.25,3.75,united kingdom
490048,2009-12-03,16779,20660,3,1.25,3.75,united kingdom
490048,2009-12-03,16779,21867,4,1.25,5.0,united kingdom
490048,2009-12-03,16779,20621,3,2.1,6.300000000000001,united kingdom
490048,2009-12-03,16779,20622,3,2.1,6.300000000000001,united kingdom
490048,2009-12-03,16779,37345,12,1.95,23.4,united kingdom
490048,2009-12-03,16779,21947,6,1.25,7.5,united kingdom
490048,2009-12-03,16779,21949,6,1.25,7.5,united kingdom
490048,2009-12-03,16779,20990,6,1.95,11.7,united kingdom
490048,2009-12-03,16779,20987,9,1.95,17.55,united kingdom
490048,2009-12-03,16779,20989,14,1.95,27.3,united kingdom
490048,2009-12-03,16779,79321,24,4.25,102.0,united kingdom
490048,2009-12-03,16779,21232,72,1.06,76.32000000000001,united kingdom
490048,2009-12-03,16779,72799A,24,2.55,61.199999999999996,united kingdom
490048,2009-12-03,16779,85038,72,1.85,133.20000000000002,united kingdom
490048,2009-12-03,16779,85173,48,2.1,100.80000000000001,united kingdom
490048,2009-12-03,16779,22114,24,3.45,82.80000000000001,united kingdom
490049,2009-12-03,15794,22090,40,2.55,102.0,united kingdom
490050,2009-12-03,17913,21955,2,6.75,13.5,united kingdom
490052,2009-12-03,13895,22314,4,4.95,19.8,united kingdom
490052,2009-12-03,13895,21892,12,1.25,15.0,united kingdom
490052,2009-12-03,13895,21890,6,2.95,17.700000000000003,united kingdom
490052,2009-12-03,13895,21912,8,3.75,30.0,united kingdom
490052,2009-12-03,13895,21918,24,0.42,10.08,united kingdom
490052,2009-12-03,13895,21917,24,0.42,10.08,united kingdom
490052,2009-12-03,13895,21889,24,1.25,30.0,united kingdom
490052,2009-12-03,13895,21791,24,1.25,30.0,united kingdom
490052,2009-12-03,13895,21790,24,0.85,20.4,united kingdom
490052,2009-12-03,13895,21888,8,3.75,30.0,united kingdom
490052,2009-12-03,13895,22023,12,0.42,5.04,united kingdom
490052,2009-12-03,13895,21867,12,1.25,15.0,united kingdom
490052,2009-12-03,13895,21865,6,2.1,12.600000000000001,united kingdom
490052,2009-12-03,13895,21360,1,9.95,9.95,united kingdom
490052,2009-12-03,13895,22125,4,5.95,23.8,united kingdom
490052,2009-12-03,13895,21875,12,1.25,15.0,united kingdom
490052,2009-12-03,13895,21622,4,4.95,19.8,united kingdom
490052,2009-12-03,13895,21621,4,8.5,34.0,united kingdom
490052,2009-12-03,13895,21642,24,0.85,20.4,united kingdom
490052,2009-12-03,13895,21638,12,2.1,25.200000000000003,united kingdom
490052,2009-12-03,13895,21640,24,0.85,20.4,united kingdom
490052,2009-12-03,13895,21645,12,1.65,19.799999999999997,united kingdom
490052,2009-12-03,13895,21644,12,1.25,15.0,united kingdom
490052,2009-12-03,13895,21643,12,1.25,15.0,united kingdom
490052,2009-12-03,13895,21648,24,1.25,30.0,united kingdom
490052,2009-12-03,13895,21647,12,2.1,25.200000000000003,united kingdom
490052,2009-12-03,13895,22212,6,2.1,12.600000000000001,united kingdom
490052,2009-12-03,13895,84406B,8,3.25,26.0,united kingdom
490052,2009-12-03,13895,21340,2,12.75,25.5,united kingdom
490052,2009-12-03,13895,84884A,5,3.95,19.75,united kingdom
490052,2009-12-03,13895,22189,8,3.95,31.6,united kingdom
490052,2009-12-03,13895,21761,1,29.95,29.95,united kingdom
490052,2009-12-03,13895,21768,1,14.95,14.95,united kingdom
490052,2009-12-03,13895,82482,6,2.55,15.299999999999999,united kingdom
490052,2009-12-03,13895,82494L,6,2.95,17.700000000000003,united kingdom
490052,2009-12-03,13895,84837,1,12.75,12.75,united kingdom
490052,2009-12-03,13895,85064,4,5.45,21.8,united kingdom
490052,2009-12-03,13895,84839,2,6.75,13.5,united kingdom
490052,2009-12-03,13895,85063,1,16.95,16.95,united kingdom
490052,2009-12-03,13895,21755,3,5.95,17.85,united kingdom
490052,2009-12-03,13895,21754,3,5.95,17.85,united kingdom
490052,2009-12-03,13895,84791,6,2.95,17.700000000000003,united kingdom
490053,2009-12-03,14057,20977,1,1.25,1.25,united kingdom
490053,2009-12-03,14057,21918,11,0.42,4.62,united kingdom
490053,2009-12-03,14057,84558A,10,2.95,29.5,united kingdom
490053,2009-12-03,14057,20982,1,0.85,0.85,united kingdom
490053,2009-12-03,14057,22086,1,2.95,2.95,united kingdom
490053,2009-12-03,14057,21803,36,0.42,15.12,united kingdom
490053,2009-12-03,14057,21540,1,4.25,4.25,united kingdom
490053,2009-12-03,14057,85226A,19,0.55,10.450000000000001,united kingdom
490053,2009-12-03,14057,21034,1,0.95,0.95,united kingdom
490053,2009-12-03,14057,21790,12,0.85,10.2,united kingdom
490053,2009-12-03,14057,85135A,1,7.95,7.95,united kingdom
490053,2009-12-03,14057,48173C,1,6.75,6.75,united kingdom
490053,2009-12-03,14057,22271,1,2.95,2.95,united kingdom
490053,2009-12-03,14057,21479,1,3.75,3.75,united kingdom
490053,2009-12-03,14057,21486,1,3.75,3.75,united kingdom
490053,2009-12-03,14057,21485,1,4.95,4.95,united kingdom
490053,2009-12-03,14057,84031A,2,4.65,9.3,united kingdom
490054,2009-12-03,17017,21217,6,9.95,59.699999999999996,united kingdom
490054,2009-12-03,17017,21080,12,0.85,10.2,united kingdom
490054,2009-12-03,17017,21212,24,0.55,13.200000000000001,united kingdom
490054,2009-12-03,17017,21210,24,1.45,34.8,united kingdom
490054,2009-12-03,17017,21491,48,1.65,79.19999999999999,united kingdom
490054,2009-12-03,17017,21493,48,0.85,40.8,united kingdom
490054,2009-12-03,17017,21186,24,1.65,39.599999999999994,united kingdom
490056,2009-12-03,13208,35824C,1,1.49,1.49,united kingdom
490056,2009-12-03,13208,35817B,1,2.55,2.55,united kingdom
490056,2009-12-03,13208,51012C,1,1.25,1.25,united kingdom
490056,2009-12-03,13208,20668,24,0.12,2.88,united kingdom
490056,2009-12-03,13208,84875A,1,3.75,3.75,united kingdom
490056,2009-12-03,13208,84875D,1,3.75,3.75,united kingdom
490056,2009-12-03,13208,22154,5,0.42,2.1,united kingdom
490057,2009-12-03,17465,85123A,6,2.95,17.700000000000003,united kingdom
490057,2009-12-03,17465,84975,6,1.69,10.14,united kingdom
490057,2009-12-03,17465,21645,12,1.65,19.799999999999997,united kingdom
490057,2009-12-03,17465,21644,12,1.25,15.0,united kingdom
490057,2009-12-03,17465,21649,12,2.95,35.400000000000006,united kingdom
490057,2009-12-03,17465,85199L,24,0.65,15.600000000000001,united kingdom
490057,2009-12-03,17465,20692,3,4.25,12.75,united kingdom
490057,2009-12-03,17465,84032B,6,2.95,17.700000000000003,united kingdom
490057,2009-12-03,17465,84032A,6,2.95,17.700000000000003,united kingdom
490056,2009-12-03,13208,22155,5,0.42,2.1,united kingdom
490056,2009-12-03,13208,75049L,6,1.25,7.5,united kingdom
490056,2009-12-03,13208,20828,3,2.55,7.6499999999999995,united kingdom
490056,2009-12-03,13208,21993,2,2.95,5.9,united kingdom
490056,2009-12-03,13208,21590,1,1.25,1.25,united kingdom
490056,2009-12-03,13208,21592,2,1.25,2.5,united kingdom
490056,2009-12-03,13208,22086,1,2.95,2.95,united kingdom
490056,2009-12-03,13208,21955,1,6.75,6.75,united kingdom
490056,2009-12-03,13208,48173C,1,6.75,6.75,united kingdom
490057,2009-12-03,17465,21590,24,1.25,30.0,united kingdom
490057,2009-12-03,17465,46000U,8,1.25,10.0,united kingdom
490057,2009-12-03,17465,22300,6,2.55,15.299999999999999,united kingdom
490057,2009-12-03,17465,22301,12,2.55,30.599999999999998,united kingdom
490057,2009-12-03,17465,22283,2,7.95,15.9,united kingdom
490057,2009-12-03,17465,21185,3,6.35,19.049999999999997,united kingdom
490057,2009-12-03,17465,82607A,6,1.25,7.5,united kingdom
490057,2009-12-03,17465,21908,6,2.1,12.600000000000001,united kingdom
490057,2009-12-03,17465,21165,12,1.69,20.28,united kingdom
490057,2009-12-03,17465,21910,12,1.65,19.799999999999997,united kingdom
490057,2009-12-03,17465,21733,6,2.95,17.700000000000003,united kingdom
490058,2009-12-03,17465,21624,3,5.95,17.85,united kingdom
490058,2009-12-03,17465,22294,24,1.25,30.0,united kingdom
490059,2009-12-03,18102,15056BL,600,3.0,1800.0,united kingdom
490059,2009-12-03,18102,20679,600,3.0,1800.0,united kingdom
490059,2009-12-03,18102,85014B,576,3.0,1728.0,united kingdom
490059,2009-12-03,18102,85014A,576,3.0,1728.0,united kingdom
490059,2009-12-03,18102,85014D,576,3.0,1728.0,united kingdom
490059,2009-12-03,18102,85014C,192,3.0,576.0,united kingdom
490059,2009-12-03,18102,15059A,505,3.0,1515.0,united kingdom
490059,2009-12-03,18102,15056P,600,3.0,1800.0,united kingdom
490059,2009-12-03,18102,15056N,600,3.0,1800.0,united kingdom
490060,2009-12-03,13468,84520D,12,0.85,10.2,united kingdom
490060,2009-12-03,13468,21874,12,1.25,15.0,united kingdom
490060,2009-12-03,13468,85123A,6,2.95,17.700000000000003,united kingdom
490060,2009-12-03,13468,84255B,8,2.1,16.8,united kingdom
490060,2009-12-03,13468,84926C,12,1.25,15.0,united kingdom
490060,2009-12-03,13468,79323P,4,6.75,27.0,united kingdom
490060,2009-12-03,13468,79323W,4,6.75,27.0,united kingdom
490060,2009-12-03,13468,46776F,4,4.95,19.8,united kingdom
490060,2009-12-03,13468,21175,6,2.1,12.600000000000001,united kingdom
490060,2009-12-03,13468,22055,8,1.65,13.2,united kingdom
490060,2009-12-03,13468,22061,2,9.95,19.9,united kingdom
490060,2009-12-03,13468,84510B,10,1.25,12.5,united kingdom
490060,2009-12-03,13468,15060B,4,3.75,15.0,united kingdom
490060,2009-12-03,13468,72756,18,1.49,26.82,united kingdom
490060,2009-12-03,13468,21645,12,1.65,19.799999999999997,united kingdom
490060,2009-12-03,13468,21642,24,0.85,20.4,united kingdom
490060,2009-12-03,13468,21477,2,12.75,25.5,united kingdom
490061,2009-12-03,18102,84912B,600,2.0,1200.0,united kingdom
490061,2009-12-03,18102,84912A,600,2.0,1200.0,united kingdom
490061,2009-12-03,18102,84922,300,2.0,600.0,united kingdom
490061,2009-12-03,18102,21000,500,2.0,1000.0,united kingdom
490062,2009-12-03,13485,22086,12,2.95,35.400000000000006,united kingdom
490062,2009-12-03,13485,21493,12,0.85,10.2,united kingdom
490062,2009-12-03,13485,21491,12,1.95,23.4,united kingdom
490062,2009-12-03,13485,21463,4,5.95,23.8,united kingdom
490062,2009-12-03,13485,21464,4,4.25,17.0,united kingdom
490062,2009-12-03,13485,21591,24,1.25,30.0,united kingdom
490062,2009-12-03,13485,21080,12,0.85,10.2,united kingdom
490062,2009-12-03,13485,21205,6,2.55,15.299999999999999,united kingdom
490063,2009-12-03,17271,90003D,1,3.75,3.75,united kingdom
490063,2009-12-03,17271,90190B,1,2.95,2.95,united kingdom
490063,2009-12-03,17271,21755,1,5.95,5.95,united kingdom
490063,2009-12-03,17271,21231,2,1.25,2.5,united kingdom
490063,2009-12-03,17271,20870,1,2.1,2.1,united kingdom
490063,2009-12-03,17271,90178A,1,11.95,11.95,united kingdom
490063,2009-12-03,17271,90019C,1,4.95,4.95,united kingdom
490063,2009-12-03,17271,90190A,1,2.95,2.95,united kingdom
490063,2009-12-03,17271,21777,1,7.95,7.95,united kingdom
490063,2009-12-03,17271,20975,1,0.65,0.65,united kingdom
490063,2009-12-03,17271,21034,2,0.95,1.9,united kingdom
490063,2009-12-03,17271,90024C,1,8.5,8.5,united kingdom
490063,2009-12-03,17271,90011B,1,2.95,2.95,united kingdom
490063,2009-12-03,17271,90012B,1,9.95,9.95,united kingdom
490063,2009-12-03,17271,48173C,1,6.75,6.75,united kingdom
490063,2009-12-03,17271,20870,1,2.1,2.1,united kingdom
490063,2009-12-03,17271,37448,1,1.49,1.49,united kingdom
490063,2009-12-03,17271,10002,1,0.85,0.85,united kingdom
490063,2009-12-03,17271,47556B,1,2.95,2.95,united kingdom
490063,2009-12-03,17271,20871,1,2.1,2.1,united kingdom
490063,2009-12-03,17271,21469,1,3.75,3.75,united kingdom
490063,2009-12-03,17271,22086,2,2.95,5.9,united kingdom
490063,2009-12-03,17271,21704,3,0.85,2.55,united kingdom
490063,2009-12-03,17271,47505,2,4.95,9.9,united kingdom
490063,2009-12-03,17271,21985,1,0.29,0.29,united kingdom
490063,2009-12-03,17271,47580,1,2.55,2.55,united kingdom
490063,2009-12-03,17271,35653,1,2.95,2.95,united kingdom
490063,2009-12-03,17271,84497,1,3.75,3.75,united kingdom
490063,2009-12-03,17271,21107,1,2.95,2.95,united kingdom
490063,2009-12-03,17271,85023B,2,2.55,5.1,united kingdom
490063,2009-12-03,17271,21592,1,1.25,1.25,united kingdom
490063,2009-12-03,17271,72351A,1,2.1,2.1,united kingdom
490063,2009-12-03,17271,10002,1,0.85,0.85,united kingdom
490063,2009-12-03,17271,21992,1,2.95,2.95,united kingdom
490063,2009-12-03,17271,21980,2,0.29,0.58,united kingdom
490063,2009-12-03,17271,21985,5,0.29,1.45,united kingdom
490063,2009-12-03,17271,37448,1,1.49,1.49,united kingdom
490063,2009-12-03,17271,21034,1,0.95,0.95,united kingdom
490063,2009-12-03,17271,20970,1,3.75,3.75,united kingdom
490063,2009-12-03,17271,21680,6,0.85,5.1,united kingdom
490063,2009-12-03,17271,84975,6,1.69,10.14,united kingdom
490063,2009-12-03,17271,85123A,3,2.95,8.850000000000001,united kingdom
490063,2009-12-03,17271,22335,7,0.65,4.55,united kingdom
490063,2009-12-03,17271,16169F,25,0.42,10.5,united kingdom
490063,2009-12-03,17271,21134,3,1.65,4.949999999999999,united kingdom
490063,2009-12-03,17271,21385,4,0.85,3.4,united kingdom
490063,2009-12-03,17271,85053,2,2.1,4.2,united kingdom
490063,2009-12-03,17271,22082,1,1.65,1.65,united kingdom
490063,2009-12-03,17271,22082,1,1.65,1.65,united kingdom
490063,2009-12-03,17271,84836,1,1.25,1.25,united kingdom
490063,2009-12-03,17271,20814,1,1.25,1.25,united kingdom
490063,2009-12-03,17271,84937,6,2.1,12.600000000000001,united kingdom
490064,2009-12-03,16139,21267,6,2.1,12.600000000000001,united kingdom
490064,2009-12-03,16139,22121,6,5.95,35.7,united kingdom
490064,2009-12-03,16139,21490,12,1.95,23.4,united kingdom
490064,2009-12-03,16139,21491,12,1.95,23.4,united kingdom
490064,2009-12-03,16139,21493,12,0.85,10.2,united kingdom
490064,2009-12-03,16139,22138,3,4.95,14.850000000000001,united kingdom
490064,2009-12-03,16139,21770,2,4.95,9.9,united kingdom
490064,2009-12-03,16139,22139,3,4.95,14.850000000000001,united kingdom
490064,2009-12-03,16139,22076,12,1.65,19.799999999999997,united kingdom
490064,2009-12-03,16139,22120,3,9.95,29.849999999999998,united kingdom
490064,2009-12-03,16139,22273,6,2.95,17.700000000000003,united kingdom
490064,2009-12-03,16139,22271,12,2.95,35.400000000000006,united kingdom
490064,2009-12-03,16139,21507,12,0.42,5.04,united kingdom
490064,2009-12-03,16139,21509,12,0.42,5.04,united kingdom
490064,2009-12-03,16139,21439,12,1.25,15.0,united kingdom
490064,2009-12-03,16139,22254,12,1.25,15.0,united kingdom
490064,2009-12-03,16139,21440,24,1.25,30.0,united kingdom
490064,2009-12-03,16139,84670,48,0.42,20.16,united kingdom
490064,2009-12-03,16139,22186,6,2.95,17.700000000000003,united kingdom
490065,2009-12-03,15061,84347,600,2.1,1260.0,united kingdom
490066,2009-12-03,15953,82494L,6,2.95,17.700000000000003,united kingdom
490066,2009-12-03,15953,21385,48,0.85,40.8,united kingdom
490066,2009-12-03,15953,72008,24,0.42,10.08,united kingdom
490066,2009-12-03,15953,82482,6,2.55,15.299999999999999,united kingdom
490066,2009-12-03,15953,84836,24,1.25,30.0,united kingdom
490066,2009-12-03,15953,84879,8,1.69,13.52,united kingdom
490066,2009-12-03,15953,85123A,96,2.55,244.79999999999998,united kingdom
490067,2009-12-03,15856,22111,24,4.25,102.0,united kingdom
490067,2009-12-03,15856,84029E,24,2.95,70.80000000000001,united kingdom
490067,2009-12-03,15856,84029G,24,3.39,81.36,united kingdom
490067,2009-12-03,15856,84050,72,1.25,90.0,united kingdom
490067,2009-12-03,15856,85042,24,4.25,102.0,united kingdom
490067,2009-12-03,15856,82483,16,4.95,79.2,united kingdom
490067,2009-12-03,15856,82486,12,6.95,83.4,united kingdom
490067,2009-12-03,15856,79190D,15,0.42,6.3,united kingdom
490067,2009-12-03,15856,79190A,15,0.42,6.3,united kingdom
490067,2009-12-03,15856,79190B,15,0.42,6.3,united kingdom
490067,2009-12-03,15856,82482,6,2.55,15.299999999999999,united kingdom
490067,2009-12-03,15856,82494L,6,2.95,17.700000000000003,united kingdom
490067,2009-12-03,15856,22170,4,6.75,27.0,united kingdom
490067,2009-12-03,15856,22169,6,8.5,51.0,united kingdom
490067,2009-12-03,15856,20960,30,1.25,37.5,united kingdom
490067,2009-12-03,15856,20966,40,1.25,50.0,united kingdom
490067,2009-12-03,15856,20754,12,2.1,25.200000000000003,united kingdom
490067,2009-12-03,15856,20753,12,2.1,25.200000000000003,united kingdom
490067,2009-12-03,15856,84596E,8,1.25,10.0,united kingdom
490067,2009-12-03,15856,84596F,8,1.25,10.0,united kingdom
490067,2009-12-03,15856,84596B,8,1.25,10.0,united kingdom
490067,2009-12-03,15856,21527,1,7.95,7.95,united kingdom
490067,2009-12-03,15856,22197,24,0.85,20.4,united kingdom
490067,2009-12-03,15856,20914,6,2.95,17.700000000000003,united kingdom
490068,2009-12-03,13085,22350,12,2.55,30.599999999999998,united kingdom
490068,2009-12-03,13085,22349,12,3.75,45.0,united kingdom
490068,2009-12-03,13085,22201,4,4.25,17.0,united kingdom
490068,2009-12-03,13085,22200,4,4.25,17.0,united kingdom
490068,2009-12-03,13085,22204,4,3.75,15.0,united kingdom
490068,2009-12-03,13085,22202,8,3.75,30.0,united kingdom
490068,2009-12-03,13085,22195,24,1.65,39.599999999999994,united kingdom
490068,2009-12-03,13085,21955,10,5.95,59.5,united kingdom
490068,2009-12-03,13085,22353,12,2.55,30.599999999999998,united kingdom
490069,2009-12-03,13085,22041,12,2.55,30.599999999999998,united kingdom
490069,2009-12-03,13085,21232,12,1.25,15.0,united kingdom
490069,2009-12-03,13085,22064,12,1.65,19.799999999999997,united kingdom
490069,2009-12-03,13085,22179,12,6.75,81.0,united kingdom
490069,2009-12-03,13085,21871,12,1.25,15.0,united kingdom
490070,2009-12-03,14967,22112,48,4.25,204.0,united kingdom
490070,2009-12-03,14967,85114B,1,1.65,1.65,united kingdom
490070,2009-12-03,14967,20621,1,2.1,2.1,united kingdom
490070,2009-12-03,14967,21166,12,1.95,23.4,united kingdom
490070,2009-12-03,14967,22196,6,0.85,5.1,united kingdom
490071,2009-12-03,16497,21485,3,4.95,14.850000000000001,united kingdom
490071,2009-12-03,16497,85049H,12,1.25,15.0,united kingdom
